partition,path,class,machine,interpreter,soname,needed
system,/system/lib/libaudiofoundation.so,ELF32,ARM,,libaudiofoundation.so,audioclient-types-aidl-cpp.so;libaudioclient_aidl_conversion.so;libaudioutils.so;libbase.so;libbinder.so;liblog.so;libmedia_helper.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal.so,ELF32,ARM,,libaudiohal.so,libhidlbase.so;liblog.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal@4.0.so,ELF32,ARM,,libaudiohal@4.0.so,android.hardware.audio.common-util.so;android.hidl.allocator@1.0.so;android.hidl.memory@1.0.so;av-types-aidl-cpp.so;libaudiofoundation.so;libaudiohal_deathhandler.so;libaudioutils.so;libbase.so;libbinder.so;libcutils.so;libfmq.so;libhardware.so;libhidlbase.so;libhidlmemory.so;liblog.so;libmedia_helper.so;libmediautils.so;libutils.so;android.hardware.audio.common@4.0.so;android.hardware.audio.common@4.0-util.so;android.hardware.audio.effect@4.0.so;android.hardware.audio.effect@4.0-util.so;android.hardware.audio@4.0.so;android.hardware.audio@4.0-util.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal@5.0.so,ELF32,ARM,,libaudiohal@5.0.so,android.hardware.audio.common-util.so;android.hidl.allocator@1.0.so;android.hidl.memory@1.0.so;av-types-aidl-cpp.so;libaudiofoundation.so;libaudiohal_deathhandler.so;libaudioutils.so;libbase.so;libbinder.so;libcutils.so;libfmq.so;libhardware.so;libhidlbase.so;libhidlmemory.so;liblog.so;libmedia_helper.so;libmediautils.so;libutils.so;android.hardware.audio.common@5.0.so;android.hardware.audio.common@5.0-util.so;android.hardware.audio.effect@5.0.so;android.hardware.audio.effect@5.0-util.so;android.hardware.audio@5.0.so;android.hardware.audio@5.0-util.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal@6.0.so,ELF32,ARM,,libaudiohal@6.0.so,android.hardware.audio.common-util.so;android.hidl.allocator@1.0.so;android.hidl.memory@1.0.so;av-types-aidl-cpp.so;libaudiofoundation.so;libaudiohal_deathhandler.so;libaudioutils.so;libbase.so;libbinder.so;libcutils.so;libfmq.so;libhardware.so;libhidlbase.so;libhidlmemory.so;liblog.so;libmedia_helper.so;libmediautils.so;libutils.so;android.hardware.audio.common@6.0.so;android.hardware.audio.common@6.0-util.so;android.hardware.audio.effect@6.0.so;android.hardware.audio.effect@6.0-util.so;android.hardware.audio@6.0.so;android.hardware.audio@6.0-util.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal@7.0.so,ELF32,ARM,,libaudiohal@7.0.so,android.hardware.audio.common-util.so;android.hidl.allocator@1.0.so;android.hidl.memory@1.0.so;av-types-aidl-cpp.so;libaudiofoundation.so;libaudiohal_deathhandler.so;libaudioutils.so;libbase.so;libbinder.so;libcutils.so;libfmq.so;libhardware.so;libhidlbase.so;libhidlmemory.so;liblog.so;libmedia_helper.so;libmediautils.so;libutils.so;android.hardware.audio.common@7.0.so;android.hardware.audio.common@7.0-util.so;android.hardware.audio.effect@7.0.so;android.hardware.audio.effect@7.0-util.so;android.hardware.audio@7.0.so;android.hardware.audio@7.0-util.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiohal_deathhandler.so,ELF32,ARM,,libaudiohal_deathhandler.so,libhidlbase.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiomanager.so,ELF32,ARM,,libaudiomanager.so,libutils.so;libbinder.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiopolicy.so,ELF32,ARM,,libaudiopolicy.so,audioclient-types-aidl-cpp.so;audioflinger-aidl-cpp.so;audiopolicy-aidl-cpp.so;audiopolicy-types-aidl-cpp.so;capture_state_listener-aidl-cpp.so;libaudiofoundation.so;libaudioclient_aidl_conversion.so;libaudioutils.so;libbinder.so;libcutils.so;liblog.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiopolicyenginedefault.so,ELF32,ARM,,libaudiopolicyenginedefault.so,libaudiofoundation.so;liblog.so;libcutils.so;libutils.so;libmedia_helper.so;libaudiopolicy.so;libxml2.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiopolicymanagerdefault.so,ELF32,ARM,,libaudiopolicymanagerdefault.so,libaudiofoundation.so;libcutils.so;libutils.so;liblog.so;libaudiopolicy.so;libmedia_helper.so;libmediametrics.so;libbinder.so;libhidlbase.so;libxml2.so;libaudiopolicyenginedefault.so;framework-permission-aidl-cpp.so;libaudioclient_aidl_conversion.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiopolicyservice.so,ELF32,ARM,,libaudiopolicyservice.so,libactivitymanager_aidl.so;libaudioclient.so;libaudioclient_aidl_conversion.so;libaudiofoundation.so;libaudiopolicy.so;libaudiopolicymanagerdefault.so;libaudioutils.so;libbinder.so;libcutils.so;libeffectsconfig.so;libhardware_legacy.so;liblog.so;libmedia_helper.so;libmediametrics.so;libmediautils.so;libpermission.so;libsensorprivacy.so;libutils.so;audioclient-types-aidl-cpp.so;audioflinger-aidl-cpp.so;audiopolicy-aidl-cpp.so;audiopolicy-types-aidl-cpp.so;capture_state_listener-aidl-cpp.so;framework-permission-aidl-cpp.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudioprocessing.so,ELF32,ARM,,libaudioprocessing.so,libaudioutils.so;libcutils.so;liblog.so;libutils.so;libaudiohal.so;libsonic.so;libvibrator.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudiospdif.so,ELF32,ARM,,libaudiospdif.so,libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaudioutils.so,ELF32,ARM,,libaudioutils.so,libcutils.so;liblog.so;libspeexresampler.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libavservices_minijail.so,ELF32,ARM,,libavservices_minijail.so,libbase.so;libminijail.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaw_aacdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_alacdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_amrdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_apedec.so,ELF32,ARM,/system/bin/linker,,libdl.so;libm.so;liblog.so;libc.so
system,/system/lib/libaw_atrcdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_cookdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_dsddec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_flacdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_g729dec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_mp3dec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_oggdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_opusdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_output.so,ELF32,ARM,,libaw_output.so,libutils.so;libcutils.so;liblog.so;libbinder.so;libmedia.so;libui.so;libgui.so;libion.so;libcdx_playback.so;libcdx_parser.so;libcdx_stream.so;libcdx_base.so;libandroidicu.so;libMemAdapter.so;libcdc_base.so;libxplayer.so;libcdx_common.so;libaudioclient.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libaw_radec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libaw_wavdec.so,ELF32,ARM,/system/bin/linker,,libdl.so;liblog.so;libm.so;libc.so
system,/system/lib/libawadapter_base.so,ELF32,ARM,,libawadapter_base.so,libutils.so;libcutils.so;liblog.so;libcdx_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawavs.so,ELF32,ARM,,libawavs.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawavs2.so,ELF32,ARM,,libawavs2.so,liblog.so;libcutils.so;libutils.so;libVE.so;libfbm.so;libsbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawh264.so,ELF32,ARM,,libawh264.so,liblog.so;libcutils.so;libutils.so;libVE.so;libfbm.so;libsbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawh265.so,ELF32,ARM,,libawh265.so,liblog.so;libcutils.so;libutils.so;libVE.so;libMemAdapter.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmetadataretriever.so,ELF32,ARM,,libawmetadataretriever.so,libutils.so;libcutils.so;libbinder.so;liblog.so;libmedia.so;libui.so;libgui.so;libMemAdapter.so;libandroidicu.so;libcdx_base.so;libxmetadata_retriever.so;libawadapter_base.so;libcdx_common.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmjpeg.so,ELF32,ARM,,libawmjpeg.so,liblog.so;libcutils.so;libutils.so;libVE.so;libMemAdapter.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmjpegplus.so,ELF32,ARM,,libawmjpegplus.so,liblog.so;libcutils.so;libutils.so;libVE.so;libMemAdapter.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg2.so,ELF32,ARM,,libawmpeg2.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg4base.so,ELF32,ARM,,libawmpeg4base.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg4dx.so,ELF32,ARM,,libawmpeg4dx.so,liblog.so;libcutils.so;libutils.so;libVE.so;libfbm.so;libsbm.so;libvideoengine.so;libawmpeg4base.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg4h263.so,ELF32,ARM,,libawmpeg4h263.so,liblog.so;libcutils.so;libutils.so;libVE.so;libvideoengine.so;libsbm.so;libfbm.so;libawmpeg4base.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg4normal.so,ELF32,ARM,,libawmpeg4normal.so,liblog.so;libcutils.so;libutils.so;libVE.so;libfbm.so;libsbm.so;libvideoengine.so;libawmpeg4base.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawmpeg4vp6.so,ELF32,ARM,,libawmpeg4vp6.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libawmpeg4base.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawplayer.so,ELF32,ARM,,libawplayer.so,libutils.so;libcutils.so;libbinder.so;liblog.so;libmedia.so;libmediametrics.so;libstagefright_foundation.so;libui.so;libgui.so;libion.so;libcdx_playback.so;libcdx_parser.so;libcdx_stream.so;libcdx_base.so;libandroidicu.so;libMemAdapter.so;libxplayer.so;libaw_output.so;libawadapter_base.so;libcdx_common.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawvp6soft.so,ELF32,ARM,,libawvp6soft.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawvp8.so,ELF32,ARM,,libawvp8.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawvp9Hw.so,ELF32,ARM,,libawvp9Hw.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawvp9HwAL.so,ELF32,ARM,,libawvp9HwAL.so,liblog.so;libcutils.so;libutils.so;libVE.so;libsbm.so;libfbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawvp9soft.so,ELF32,ARM,,libawvp9soft.so,liblog.so;libcutils.so;libutils.so;libVE.so;libfbm.so;libsbm.so;libvideoengine.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawwmv12soft.so,ELF32,ARM,,libawwmv12soft.so,liblog.so;libfbm.so;libsbm.so;libVE.so;libvideoengine.so;libMemAdapter.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libawwmv3.so,ELF32,ARM,,libawwmv3.so,liblog.so;libcutils.so;libutils.so;libVE.so;libvideoengine.so;libfbm.so;libsbm.so;libcdc_base.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbacktrace.so,ELF32,ARM,,libbacktrace.so,libbase.so;liblog.so;libunwindstack.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbase.so,ELF32,ARM,,libbase.so,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbatterystats_aidl.so,ELF32,ARM,,libbatterystats_aidl.so,libbinder.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbcc.so,ELF32,ARM,,libbcc.so,libbcinfo.so;libLLVM_android.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbcinfo.so,ELF32,ARM,,libbcinfo.so,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbinder.so,ELF32,ARM,,libbinder.so,liblog.so;libcutils.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbinder_ndk.so,ELF32,ARM,,libbinder_ndk.so,libandroid_runtime_lazy.so;libbase.so;libbinder.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbinder_ndk_sys.dylib.so,ELF32,ARM,,,libstd.dylib.so;libc.so
system,/system/lib/libbinder_rs.dylib.so,ELF32,ARM,,,libstd.dylib.so;libc.so;libbinder_ndk.so
system,/system/lib/libbinderdebug.so,ELF32,ARM,,libbinderdebug.so,libbase.so;libbinder.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbinderwrapper.so,ELF32,ARM,,libbinderwrapper.so,libbinder.so;libchrome.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libblas.so,ELF32,ARM,,libblas.so,libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbluetooth.so,ELF32,ARM,,libbluetooth.so,libchrome.so;libgrpc++.so;libgrpc_wrap.so;libstatslog.so;android.hardware.bluetooth.a2dp@1.0.so;android.hardware.bluetooth.audio@2.0.so;android.hardware.bluetooth.audio@2.1.so;libbinder_ndk.so;libcrypto.so;libcutils.so;libflatbuffers-cpp.so;libhidlbase.so;liblog.so;libprocessgroup.so;libprotobuf-cpp-lite.so;libtinyxml2.so;libutils.so;libz.so;android.hardware.bluetooth@1.0.so;android.hardware.bluetooth@1.1.so;android.system.suspend.control-V1-ndk.so;android.system.suspend@1.0.so;libaaudio.so;libfmq.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbluetooth_jni.so,ELF32,ARM,,libbluetooth_jni.so,libbase.so;libchrome.so;liblog.so;libnativehelper.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbootanimation.so,ELF32,ARM,,libbootanimation.so,libandroidfw.so;libbase.so;libbinder.so;libcutils.so;liblog.so;libutils.so;libui.so;libjnigraphics.so;libEGL.so;libGLESv1_CM.so;libgui.so;libtinyalsa.so;libmedia.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbootloader_message.so,ELF32,ARM,,libbootloader_message.so,libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbpf.so,ELF32,ARM,,libbpf.so,libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbpf_android.so,ELF32,ARM,,libbpf_android.so,libbase.so;libutils.so;libprocessgroup.so;liblog.so;libbpf.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbrillo-binder.so,ELF32,ARM,,libbrillo-binder.so,libchrome.so;libbinder.so;libbrillo.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbrillo-stream.so,ELF32,ARM,,libbrillo-stream.so,libchrome.so;libbrillo.so;libcrypto.so;libssl.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbrillo.so,ELF32,ARM,,libbrillo.so,libchrome.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbufferhub.so,ELF32,ARM,,libbufferhub.so,libbase.so;libcutils.so;liblog.so;libui.so;libutils.so;libpdx_default_transport.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbufferhubqueue.so,ELF32,ARM,,libbufferhubqueue.so,libbinder.so;libcutils.so;liblog.so;libui.so;libutils.so;libpdx_default_transport.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libbyteorder.dylib.so,ELF32,ARM,,,libstd.dylib.so;libc.so
system,/system/lib/libc++.so,ELF32,ARM,,libc++.so,libc.so;libm.so;libdl.so
system,/system/lib/libcamera2ndk.so,ELF32,ARM,,libcamera2ndk.so,libbinder.so;liblog.so;libgui.so;libutils.so;libandroid_runtime.so;libcamera_client.so;libstagefright_foundation.so;libcutils.so;libcamera_metadata.so;libmediandk.so;libnativewindow.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcamera_client.so,ELF32,ARM,,libcamera_client.so,libbase.so;libcutils.so;libutils.so;liblog.so;libbinder.so;libgui.so;libcamera_metadata.so;libnativewindow.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcamera_metadata.so,ELF32,ARM,,libcamera_metadata.so,liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcameraservice.so,ELF32,ARM,,libcameraservice.so,libbase.so;libexif.so;libui.so;liblog.so;libutilscallstack.so;libutils.so;libbinder.so;libactivitymanager_aidl.so;libpermission.so;libcutils.so;libmedia.so;libmediautils.so;libcamera_client.so;libcamera_metadata.so;libdynamic_depth.so;libfmq.so;libgui.so;libhardware.so;libhidlbase.so;libimage_io.so;libjpeg.so;libmedia_codeclist.so;libmedia_omx.so;libmemunreachable.so;libsensorprivacy.so;libstagefright.so;libstagefright_foundation.so;libxml2.so;libyuv.so;android.frameworks.cameraservice.common@2.0.so;android.frameworks.cameraservice.service@2.0.so;android.frameworks.cameraservice.service@2.1.so;android.frameworks.cameraservice.service@2.2.so;android.frameworks.cameraservice.device@2.0.so;android.frameworks.cameraservice.device@2.1.so;android.hardware.camera.common@1.0.so;android.hardware.camera.provider@2.4.so;android.hardware.camera.provider@2.5.so;android.hardware.camera.provider@2.6.so;android.hardware.camera.provider@2.7.so;android.hardware.camera.device@3.2.so;android.hardware.camera.device@3.3.so;android.hardware.camera.device@3.4.so;android.hardware.camera.device@3.5.so;android.hardware.camera.device@3.6.so;android.hardware.camera.device@3.7.so;media_permission-aidl-cpp.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcap.so,ELF32,ARM,,libcap.so,libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdc_base.so,ELF32,ARM,,libcdc_base.so,libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdx_base.so,ELF32,ARM,,libcdx_base.so,libcutils.so;libutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdx_common.so,ELF32,ARM,,libcdx_common.so,libcutils.so;libutils.so;libcdx_base.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdx_parser.so,ELF32,ARM,,libcdx_parser.so,libdrmframework.so;libbinder.so;libmedia.so;libstagefright_foundation.so;libmediadrm.so;libMemAdapter.so;libcdx_stream.so;libcdx_base.so;libutils.so;liblog.so;libcutils.so;libz.so;libssl.so;libcrypto.so;libcdx_common.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdx_playback.so,ELF32,ARM,,libcdx_playback.so,libutils.so;libcutils.so;libbinder.so;liblog.so;libmedia.so;libvdecoder.so;libsubdecoder.so;libMemAdapter.so;libcdx_base.so;libion.so;libcdx_common.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcdx_stream.so,ELF32,ARM,,libcdx_stream.so,libutils.so;libcutils.so;libcrypto.so;libcdx_base.so;libssl.so;liblive555.so;libz.so;libcdx_common.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcfg_if.dylib.so,ELF32,ARM,,,libc.so
system,/system/lib/libcgrouprc.so,ELF32,ARM,,libcgrouprc.so,libbase.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcheckfile.so,ELF32,ARM,,libcheckfile.so,libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libchrome.so,ELF32,ARM,,libchrome.so,libbase.so;libevent.so;libcutils.so;liblog.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libchrono.dylib.so,ELF32,ARM,,,libstd.dylib.so;libc.so
system,/system/lib/libclang_rt.asan-arm-android.so,ELF32,ARM,,libclang_rt.asan-arm-android.so,libc++.so;libc.so;libdl.so;libm.so;liblog.so
system,/system/lib/libclang_rt.ubsan_standalone-arm-android.so,ELF32,ARM,,libclang_rt.ubsan_standalone-arm-android.so,libc++.so;libc.so;libdl.so;liblog.so
system,/system/lib/libcodec2.so,ELF32,ARM,,libcodec2.so,libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_client.so,ELF32,ARM,,libcodec2_client.so,android.hardware.graphics.bufferqueue@1.0.so;android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.c2@1.1.so;android.hardware.media.c2@1.2.so;libbase.so;libbinder.so;libcodec2.so;libcodec2_hidl_client@1.0.so;libcodec2_hidl_client@1.1.so;libcodec2_hidl_client@1.2.so;libcodec2_vndk.so;libcutils.so;libgui.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl@1.0.so,ELF32,ARM,,libcodec2_hidl@1.0.so,android.hardware.graphics.bufferqueue@1.0.so;android.hardware.graphics.bufferqueue@2.0.so;android.hardware.graphics.common@1.0.so;android.hardware.media@1.0.so;android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.omx@1.0.so;libbase.so;libcodec2.so;libcodec2_vndk.so;libcodec2_hidl_plugin_stub.so;libcutils.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libstagefright_bufferqueue_helper_novndk.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl@1.1.so,ELF32,ARM,,libcodec2_hidl@1.1.so,android.hardware.graphics.bufferqueue@1.0.so;android.hardware.graphics.bufferqueue@2.0.so;android.hardware.graphics.common@1.0.so;android.hardware.media@1.0.so;android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.c2@1.1.so;android.hardware.media.omx@1.0.so;libbase.so;libcodec2.so;libcodec2_hidl@1.0.so;libcodec2_hidl_plugin_stub.so;libcodec2_vndk.so;libcutils.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libstagefright_bufferqueue_helper_novndk.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl@1.2.so,ELF32,ARM,,libcodec2_hidl@1.2.so,android.hardware.graphics.bufferqueue@1.0.so;android.hardware.graphics.bufferqueue@2.0.so;android.hardware.graphics.common@1.0.so;android.hardware.media@1.0.so;android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.c2@1.1.so;android.hardware.media.c2@1.2.so;android.hardware.media.omx@1.0.so;libbase.so;libcodec2.so;libcodec2_hidl@1.0.so;libcodec2_hidl@1.1.so;libcodec2_hidl_plugin_stub.so;libcodec2_vndk.so;libcutils.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libstagefright_bufferqueue_helper_novndk.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl_client@1.0.so,ELF32,ARM,,libcodec2_hidl_client@1.0.so,android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;libbase.so;libcodec2.so;libcodec2_vndk.so;libcutils.so;libgui.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl_client@1.1.so,ELF32,ARM,,libcodec2_hidl_client@1.1.so,android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.c2@1.1.so;libbase.so;libcodec2.so;libcodec2_hidl_client@1.0.so;libcodec2_vndk.so;libcutils.so;libgui.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl_client@1.2.so,ELF32,ARM,,libcodec2_hidl_client@1.2.so,android.hardware.media.bufferpool@2.0.so;android.hardware.media.c2@1.0.so;android.hardware.media.c2@1.1.so;android.hardware.media.c2@1.2.so;libbase.so;libcodec2.so;libcodec2_hidl_client@1.0.so;libcodec2_hidl_client@1.1.so;libcodec2_vndk.so;libcutils.so;libgui.so;libhidlbase.so;liblog.so;libstagefright_bufferpool@2.0.1.so;libui.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_hidl_plugin_stub.so,ELF32,ARM,,libcodec2_hidl_plugin_stub.so,libbase.so;libcodec2.so;libcodec2_vndk.so;liblog.so;libutils.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_soft_aacdec.so,ELF32,ARM,,libcodec2_soft_aacdec.so,libbase.so;libcodec2.so;libcodec2_vndk.so;libutils.so;libcodec2_soft_common.so;libcutils.so;liblog.so;libsfplugin_ccodec_utils.so;libstagefright_foundation.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_soft_aacenc.so,ELF32,ARM,,libcodec2_soft_aacenc.so,libbase.so;libcodec2.so;libcodec2_vndk.so;libutils.so;libcodec2_soft_common.so;libcutils.so;liblog.so;libsfplugin_ccodec_utils.so;libstagefright_foundation.so;libc++.so;libc.so;libm.so;libdl.so
system,/system/lib/libcodec2_soft_amrnbdec.so,ELF32,ARM,,libcodec2_soft_amrnbdec.so,libbase.so;libcodec2.so;libcodec2_vndk.so;libutils.so;libcodec2_soft_common.so;libcutils.so;liblog.so;libsfplugin_ccodec_utils.so;libstagefright_foundation.so;libstagefright_amrnb_common.so;libc++.so;libc.so;libm.so;libdl.so
